__time,/fmu/out/vehicle_odometry/angular_velocity[0],/fmu/out/vehicle_odometry/angular_velocity[1],/fmu/out/vehicle_odometry/angular_velocity[2],/fmu/out/vehicle_odometry/orientation_variance[0],/fmu/out/vehicle_odometry/orientation_variance[1],/fmu/out/vehicle_odometry/orientation_variance[2],/fmu/out/vehicle_odometry/pose_frame,/fmu/out/vehicle_odometry/position[0],/fmu/out/vehicle_odometry/position[1],/fmu/out/vehicle_odometry/position[2],/fmu/out/vehicle_odometry/position_variance[0],/fmu/out/vehicle_odometry/position_variance[1],/fmu/out/vehicle_odometry/position_variance[2],/fmu/out/vehicle_odometry/q[0],/fmu/out/vehicle_odometry/q[1],/fmu/out/vehicle_odometry/q[2],/fmu/out/vehicle_odometry/q[3],/fmu/out/vehicle_odometry/quality,/fmu/out/vehicle_odometry/reset_counter,/fmu/out/vehicle_odometry/timestamp,/fmu/out/vehicle_odometry/timestamp_sample,/fmu/out/vehicle_odometry/velocity[0],/fmu/out/vehicle_odometry/velocity[1],/fmu/out/vehicle_odometry/velocity[2],/fmu/out/vehicle_odometry/velocity_frame,/fmu/out/vehicle_odometry/velocity_variance[0],/fmu/out/vehicle_odometry/velocity_variance[1],/fmu/out/vehicle_odometry/velocity_variance[2]
1778751652.564714,-0.000458538,0.000570948,0.000134083,0.000014678,0.000014637,0.001480952,1.000000000,0.015704343,-0.008612245,-2.509442091,0.011520094,0.011520035,0.027294016,0.999997377,0.001207269,0.001975428,0.000009031,0.000000000,12.000000000,1778751652448230.000000000,1778751652440230.000000000,0.011602265,-0.006154493,0.013976368,1.000000000,0.003791252,0.003795556,0.002908386
1778751652.572013,-0.001546959,-0.024661560,0.000304194,0.000014701,0.000014660,0.001481336,1.000000000,0.015809938,-0.008696336,-2.509266138,0.011583813,0.011583759,0.027380241,0.999997497,0.001200824,0.001877400,0.000010285,0.000000000,12.000000000,1778751652456230.000000000,1778751652448230.000000000,0.011220294,-0.006002889,0.012628180,1.000000000,0.003817691,0.003822095,0.002916641
1778751652.584921,-0.001655523,-0.110714331,-0.000039026,0.000014629,0.000014589,0.001481675,1.000000000,0.015890323,-0.008783193,-2.509122133,0.011386141,0.011386075,0.027091531,0.999998331,0.001193933,0.001435171,0.000009760,0.000000000,12.000000000,1778751652464230.000000000,1778751652456230.000000000,0.010703556,-0.005780774,0.009907698,1.000000000,0.003735101,0.003739394,0.002889964
1778751652.592559,-0.000842143,-0.230869740,-0.000257374,0.000014653,0.000014611,0.001482058,1.000000000,0.015967021,-0.008866880,-2.509002686,0.011448623,0.011448564,0.027176889,0.999999166,0.001190215,0.000512486,0.000007811,0.000000000,12.000000000,1778751652472230.000000000,1778751652464230.000000000,0.010248232,-0.005543710,0.006798526,1.000000000,0.003761282,0.003765675,0.002898217
1778751652.604522,-0.000615357,-0.466905385,0.000360551,0.000014699,0.000014657,0.001482826,1.000000000,0.016113980,-0.009026699,-2.508837700,0.011575318,0.011575274,0.027348734,0.999995470,0.001185974,-0.002786665,0.000005983,0.000000000,12.000000000,1778751652488230.000000000,1778751652480230.000000000,0.009894870,-0.005199423,0.000840099,1.000000000,0.003814019,0.003818597,0.002914725
1778751652.612220,-0.001023466,-0.548680902,-0.000227983,0.000014627,0.000014585,0.001483165,1.000000000,0.016181137,-0.009116142,-2.508798599,0.011378044,0.011377988,0.027120208,0.999987006,0.001181501,-0.004980560,0.000002650,0.000000000,12.000000000,1778751652496230.000000000,1778751652488230.000000000,0.010202914,-0.005041644,-0.002248081,1.000000000,0.003731642,0.003736090,0.002890402
1778751652.624079,-0.001285537,-0.598580241,-0.000341202,0.000014650,0.000014608,0.001483549,1.000000000,0.016253242,-0.009202956,-2.508784294,0.011440449,0.011440401,0.027205642,0.999972224,0.001175769,-0.007373991,-0.000001234,0.000000000,12.000000000,1778751652504230.000000000,1778751652496230.000000000,0.011016099,-0.004868649,-0.005264736,1.000000000,0.003757800,0.003762346,0.002898654
1778751652.632255,-0.001953747,-0.626471102,0.000278261,0.000014673,0.000014631,0.001483933,1.000000000,0.016334016,-0.009287326,-2.508794546,0.011503429,0.011503389,0.027291453,0.999950528,0.001167329,-0.009878935,-0.000002787,0.000000000,12.000000000,1778751652512230.000000000,1778751652504230.000000000,0.012265170,-0.004722191,-0.008236620,1.000000000,0.003784087,0.003788728,0.002906908
1778751652.644103,-0.001739119,-0.635785162,-0.000112437,0.000014624,0.000014582,0.001484655,1.000000000,0.016537603,-0.009475303,-2.508882761,0.011370107,0.011370059,0.027089205,0.999887407,0.001152639,-0.014963622,-0.000014750,0.000000000,12.000000000,1778751652528230.000000000,1778751652520230.000000000,0.015941871,-0.004531682,-0.013171202,1.000000000,0.003728323,0.003732923,0.002888539
1778751652.652889,-0.000606671,-0.632218659,0.000622306,0.000014647,0.000014605,0.001485039,1.000000000,0.016666794,-0.009578619,-2.508962870,0.011432438,0.011432398,0.027174527,0.999846399,0.001149117,-0.017491363,-0.000014590,0.000000000,12.000000000,1778751652536230.000000000,1778751652528230.000000000,0.018440826,-0.004360581,-0.015063253,1.000000000,0.003754465,0.003759162,0.002896792
1778751652.664670,-0.000761419,-0.625500083,0.000207785,0.000014670,0.000014627,0.001485423,1.000000000,0.016817909,-0.009679072,-2.509057283,0.011495343,0.011495313,0.027260225,0.999799550,0.001144989,-0.019992122,-0.000016064,0.000000000,12.000000000,1778751652544230.000000000,1778751652536230.000000000,0.021341067,-0.004235882,-0.016703017,1.000000000,0.003780740,0.003785533,0.002905045
1778751652.671795,-0.001189204,-0.618813276,0.000746735,0.000014693,0.000014650,0.001485808,1.000000000,0.016993808,-0.009777056,-2.509163857,0.011558828,0.011558807,0.027346300,0.999747038,0.001139093,-0.022466019,-0.000015381,0.000000000,12.000000000,1778751652552230.000000000,1778751652544230.000000000,0.024596259,-0.004120528,-0.018019149,1.000000000,0.003807131,0.003812022,0.002913299
1778751652.684353,-0.001549598,-0.598075032,0.000191683,0.000014644,0.000014601,0.001486531,1.000000000,0.017441090,-0.010000112,-2.509479046,0.011424583,0.011424555,0.027143465,0.999626875,0.001124474,-0.027294613,-0.000019923,0.000000000,12.000000000,1778751652568230.000000000,1778751652560230.000000000,0.032292947,-0.003905867,-0.019973179,1.000000000,0.003751279,0.003756118,0.002894948
1778751652.692462,-0.001303416,-0.584318638,0.000693852,0.000014666,0.000014624,0.001486916,1.000000000,0.017713763,-0.010107503,-2.509651661,0.011487416,0.011487396,0.027229050,0.999560356,0.001117801,-0.029630240,-0.000019080,0.000000000,12.000000000,1778751652576230.000000000,1778751652568230.000000000,0.036657203,-0.003759413,-0.020618733,1.000000000,0.003777548,0.003782490,0.002903201
1778751652.704145,-0.001659378,-0.570194721,0.000206769,0.000014689,0.000014647,0.001487300,1.000000000,0.018022763,-0.010212098,-2.509827852,0.011550828,0.011550818,0.027315013,0.999490142,0.001109757,-0.031909246,-0.000020162,0.000000000,12.000000000,1778751652584230.000000000,1778751652576230.000000000,0.041370913,-0.003628253,-0.021120001,1.000000000,0.003803930,0.003808964,0.002911455
1778751652.712097,-0.001546326,-0.553356647,0.000215870,0.000014617,0.000014575,0.001487639,1.000000000,0.018395087,-0.010335552,-2.510038376,0.011354695,0.011354665,0.027087187,0.999417126,0.001102160,-0.034120794,-0.000021116,0.000000000,12.000000000,1778751652592230.000000000,1778751652584230.000000000,0.046450887,-0.003530422,-0.021481805,1.000000000,0.003722109,0.003726991,0.002887215
1778751652.724246,-0.000408170,-0.511122167,-0.000500607,0.000014659,0.000014621,0.001488413,1.000000000,0.019267889,-0.010574816,-2.510460854,0.011479649,0.011479638,0.027258139,0.999265850,0.001096650,-0.038295105,-0.000022993,0.000000000,12.000000000,1778751652608230.000000000,1778751652600230.000000000,0.057706594,-0.003425329,-0.021896319,1.000000000,0.003774754,0.003779837,0.002903720
1778751652.732207,-0.000514944,-0.488555789,-0.000121895,0.000014668,0.000014643,0.001488812,1.000000000,0.019773392,-0.010690704,-2.510644674,0.011542991,0.011542991,0.027283782,0.999189138,0.001092887,-0.040247455,-0.000024605,0.000000000,12.000000000,1778751652616230.000000000,1778751652608230.000000000,0.063784927,-0.003356360,-0.021878073,1.000000000,0.003801726,0.003806957,0.002909628
1778751652.743846,-0.001038959,-0.465463072,-0.000444090,0.000014575,0.000014572,0.001489170,1.000000000,0.020345936,-0.010823543,-2.510851145,0.011347199,0.011347177,0.027056586,0.999112546,0.001087081,-0.042107381,-0.000027485,0.000000000,12.000000000,1778751652624230.000000000,1778751652616230.000000000,0.070221037,-0.003311052,-0.021728322,1.000000000,0.003720696,0.003725829,0.002885440
1778751652.752428,-0.000490801,-0.440136045,0.000230125,0.000014585,0.000014595,0.001489568,1.000000000,0.020970060,-0.010953787,-2.511054754,0.011409329,0.011409317,0.027141763,0.999036849,0.001083038,-0.043866120,-0.000027217,0.000000000,12.000000000,1778751652632230.000000000,1778751652624230.000000000,0.076917753,-0.003255168,-0.021494871,1.000000000,0.003747468,0.003752743,0.002893692
1778751652.765477,-0.001424149,-0.390798926,-0.000182215,0.000014725,0.000014640,0.001490245,1.000000000,0.022380481,-0.011206198,-2.511450529,0.011535324,0.011535334,0.027313247,0.998890042,0.001070820,-0.047091246,-0.000030652,0.000000000,12.000000000,1778751652648230.000000000,1778751652640230.000000000,0.090914398,-0.003054486,-0.020709759,1.000000000,0.003801448,0.003806908,0.002910199
1778751652.772215,-0.001282948,-0.366448164,0.000544461,0.000014803,0.000014569,0.001490431,1.000000000,0.023196764,-0.011340827,-2.511654854,0.011339854,0.011339842,0.027085477,0.998819947,0.001063573,-0.048555247,-0.000028928,0.000000000,12.000000000,1778751652656230.000000000,1778751652648230.000000000,0.098346494,-0.002991309,-0.020183098,1.000000000,0.003720446,0.003725631,0.002885985
1778751652.784828,-0.000563244,-0.342680573,0.000295109,0.000015053,0.000014591,0.001490589,1.000000000,0.024071693,-0.011473039,-2.511866570,0.011401933,0.011401932,0.027111100,0.998752534,0.001059014,-0.049924519,-0.000027737,0.000000000,12.000000000,1778751652664230.000000000,1778751652656230.000000000,0.105959080,-0.002979556,-0.019578403,1.000000000,0.003747229,0.003752324,0.002891933
1778751652.793114,-0.000778184,-0.320620805,-0.000210353,0.000015383,0.000014614,0.001490669,1.000000000,0.025006972,-0.011602888,-2.512071609,0.011464587,0.011464599,0.027196545,0.998687565,0.001053715,-0.051205579,-0.000028505,0.000000000,12.000000000,1778751652672230.000000000,1778751652664230.000000000,0.113795817,-0.002959174,-0.018929437,1.000000000,0.003774070,0.003779010,0.002900185
1778751652.805957,-0.000057459,-0.273767561,-0.000603732,0.000016181,0.000014565,0.001490553,1.000000000,0.027102672,-0.011868622,-2.512468100,0.011332674,0.011332674,0.027055215,0.998568237,0.001049067,-0.053483859,-0.000027216,0.000000000,12.000000000,1778751652688230.000000000,1778751652680230.000000000,0.130079895,-0.002797503,-0.017437479,1.000000000,0.003719745,0.003723965,0.002884275
1778751652.812901,0.000308652,-0.250801206,0.001108844,0.000016731,0.000014588,0.001490412,1.000000000,0.028265115,-0.012004253,-2.512659311,0.011394700,0.011394709,0.027140366,0.998514056,0.001047650,-0.054486308,-0.000021972,0.000000000,12.000000000,1778751652696230.000000000,1778751652688230.000000000,0.138415262,-0.002761849,-0.016651059,1.000000000,0.003746218,0.003750103,0.002892526
1778751652.824654,-0.000140727,-0.230116144,0.000196772,0.000017347,0.000014610,0.001490204,1.000000000,0.029492553,-0.012137545,-2.512841702,0.011457300,0.011457320,0.027225891,0.998463452,0.001044668,-0.055406105,-0.000020379,0.000000000,12.000000000,1778751652704230.000000000,1778751652696230.000000000,0.146908283,-0.002749248,-0.015802976,1.000000000,0.003772739,0.003776252,0.002900778
1778751652.831979,-0.000609127,-0.209996268,0.000442503,0.000018026,0.000014633,0.001489934,1.000000000,0.030786315,-0.012268381,-2.513015509,0.011520478,0.011520510,0.027311793,0.998416424,0.001039793,-0.056245517,-0.000017823,0.000000000,12.000000000,1778751652712230.000000000,1778751652704230.000000000,0.155529886,-0.002692224,-0.014891393,1.000000000,0.003799316,0.003802418,0.002909031
1778751652.844018,-0.000061432,-0.170187488,0.000196133,0.000019461,0.000014583,0.001489200,1.000000000,0.033625182,-0.012546468,-2.513361216,0.011386464,0.011386489,0.027109124,0.998334587,0.001036301,-0.057680111,-0.000012151,0.000000000,12.000000000,1778751652728230.000000000,1778751652720230.000000000,0.173045561,-0.002613852,-0.012934153,1.000000000,0.003743151,0.003745283,0.002890605
1778751652.852646,0.000953986,-0.151127011,-0.000438452,0.000020289,0.000014605,0.001488780,1.000000000,0.035171147,-0.012693410,-2.513520718,0.011448989,0.011449021,0.027194535,0.998299479,0.001037633,-0.058285009,-0.000012315,0.000000000,12.000000000,1778751652736230.000000000,1778751652728230.000000000,0.182014838,-0.002562470,-0.011971667,1.000000000,0.003769465,0.003771177,0.002898858
1778751652.863960,0.001258460,-0.132631212,0.000831594,0.000021151,0.000014628,0.001488327,1.000000000,0.036785763,-0.012837546,-2.513670444,0.011512090,0.011512130,0.027280323,0.998268306,0.001039926,-0.058816057,-0.000007264,0.000000000,12.000000000,1778751652744230.000000000,1778751652736230.000000000,0.190990999,-0.002510929,-0.010978985,1.000000000,0.003795864,0.003797177,0.002907112
1778751652.872349,0.001698488,-0.115866259,0.001320830,0.000022038,0.000014651,0.001487849,1.000000000,0.038469847,-0.012978945,-2.513809919,0.011575773,0.011575819,0.027366489,0.998240888,0.001043899,-0.059280168,-0.000000090,0.000000000,12.000000000,1778751652752230.000000000,1778751652744230.000000000,0.200143650,-0.002493997,-0.009960882,1.000000000,0.003822362,0.003823302,0.002915367
1778751652.886952,0.000301587,-0.082868159,0.000220889,0.000023772,0.000014601,0.001486832,1.000000000,0.042190686,-0.013309313,-2.514040470,0.011440846,0.011440887,0.027163235,0.998197258,0.001039993,-0.060009569,0.000005683,0.000000000,12.000000000,1778751652768230.000000000,1778751652760230.000000000,0.218636841,-0.002479157,-0.007919637,1.000000000,0.003765786,0.003766131,0.002896963
1778751652.892541,0.000633157,-0.066223897,-0.000452870,0.000024680,0.000014624,0.001486332,1.000000000,0.044156071,-0.013470217,-2.514135122,0.011503870,0.011503913,0.027248910,0.998181224,0.001039874,-0.060276400,0.000005836,0.000000000,12.000000000,1778751652776230.000000000,1778751652768230.000000000,0.227973893,-0.002447835,-0.006887073,1.000000000,0.003792047,0.003792231,0.002905219
1778751652.905039,0.001053395,-0.052324448,0.000885548,0.000025578,0.000014646,0.001485843,1.000000000,0.046192143,-0.013628189,-2.514220238,0.011567472,0.011567517,0.027334960,0.998168409,0.001041156,-0.060487747,0.000011481,0.000000000,12.000000000,1778751652784230.000000000,1778751652776230.000000000,0.237373233,-0.002399413,-0.005885578,1.000000000,0.003818408,0.003818532,0.002913477
1778751652.912282,-0.000087531,-0.037216648,0.000538534,0.000026390,0.000014574,0.001485343,1.000000000,0.048388831,-0.013810519,-2.514297962,0.011370493,0.011370540,0.027106719,0.998159230,0.001038020,-0.060638774,0.000015508,0.000000000,12.000000000,1778751652792230.000000000,1778751652784230.000000000,0.246891767,-0.002416923,-0.004864272,1.000000000,0.003735757,0.003735931,0.002889191
1778751652.929435,0.001661586,-0.008534969,-0.000495426,0.000028086,0.000014619,0.001484463,1.000000000,0.052991889,-0.014166134,-2.514424562,0.011495810,0.011495852,0.027277844,0.998151362,0.001041926,-0.060768284,0.000022064,0.000000000,12.000000000,1778751652808230.000000000,1778751652800230.000000000,0.265783131,-0.002405682,-0.002800255,1.000000000,0.003787960,0.003788654,0.002905708
1778751652.938409,0.002093072,0.003698081,-0.000439036,0.000028891,0.000014642,0.001484066,1.000000000,0.055398237,-0.014339332,-2.514479160,0.011559335,0.011559372,0.027303487,0.998152018,0.001047488,-0.060757086,0.000022841,0.000000000,12.000000000,1778751652816230.000000000,1778751652808230.000000000,0.275209486,-0.002413566,-0.001809685,1.000000000,0.003814211,0.003815398,0.002911618
1778751652.948564,0.001326633,0.015361398,-0.000209094,0.000029589,0.000014570,0.001483666,1.000000000,0.057958286,-0.014539041,-2.514536142,0.011362744,0.011362797,0.027075877,0.998155534,0.001049993,-0.060699321,0.000024371,0.000000000,12.000000000,1778751652824230.000000000,1778751652816230.000000000,0.284686148,-0.002444552,-0.000793558,1.000000000,0.003731708,0.003733484,0.002887389
1778751652.958743,0.001174578,0.040448327,0.000514425,0.000031020,0.000014615,0.001483051,1.000000000,0.063283995,-0.014928936,-2.514620781,0.011487907,0.011487944,0.027246779,0.998171329,0.001051485,-0.060439430,0.000032918,0.000000000,12.000000000,1778751652840230.000000000,1778751652832230.000000000,0.303547323,-0.002531952,0.001104546,1.000000000,0.003783748,0.003787414,0.002903915
1778751652.968736,0.001398511,0.050395869,0.000331113,0.000031671,0.000014638,0.001482808,1.000000000,0.066049658,-0.015119366,-2.514649391,0.011551354,0.011551380,0.027332796,0.998183250,0.001053889,-0.060242850,0.000036536,0.000000000,12.000000000,1778751652848230.000000000,1778751652840230.000000000,0.312960804,-0.002554331,0.002001869,1.000000000,0.003809934,0.003814847,0.002912181
1778751652.977361,0.001176650,0.061015222,0.000509525,0.000032198,0.000014566,0.001482538,1.000000000,0.068965070,-0.015319956,-2.514679909,0.011355143,0.011355200,0.027104620,0.998197675,0.001055423,-0.060003851,0.000040823,0.000000000,12.000000000,1778751652856230.000000000,1778751652848230.000000000,0.322447568,-0.002531101,0.002875703,1.000000000,0.003727608,0.003733702,0.002887931
1778751652.989216,0.002268234,0.069258645,0.000175975,0.000032765,0.000014589,0.001482379,1.000000000,0.071947902,-0.015517048,-2.514701366,0.011417363,0.011417406,0.027130241,0.998213828,0.001061234,-0.059732951,0.000043869,0.000000000,12.000000000,1778751652864230.000000000,1778751652856230.000000000,0.331853211,-0.002558032,0.003760865,1.000000000,0.003753509,0.003761265,0.002893890
1778751652.997498,0.003127712,0.079283066,0.000458938,0.000033284,0.000014612,0.001482268,1.000000000,0.074997663,-0.015710862,-2.514714003,0.011480156,0.011480183,0.027215770,0.998232365,0.001070465,-0.059422016,0.000048258,0.000000000,12.000000000,1778751652872230.000000000,1778751652864230.000000000,0.341151208,-0.002522790,0.004601746,1.000000000,0.003779516,0.003789160,0.002902159
1778751653.009661,0.003087510,0.095030040,0.000846135,0.000034103,0.000014563,0.001482042,1.000000000,0.081392482,-0.016099731,-2.514719009,0.011347689,0.011347743,0.027074128,0.998274744,0.001089902,-0.058705315,0.000060853,0.000000000,12.000000000,1778751652888230.000000000,1778751652880230.000000000,0.359699935,-0.002470475,0.006263440,1.000000000,0.003723499,0.003737000,0.002886236
1778751653.019599,0.003602006,0.101629846,0.001254883,0.000034486,0.000014586,0.001482067,1.000000000,0.084735610,-0.016295293,-2.514711618,0.011409836,0.011409868,0.027159361,0.998298168,0.001100826,-0.058306292,0.000068292,0.000000000,12.000000000,1778751652896230.000000000,1778751652888230.000000000,0.368892759,-0.002503074,0.007021546,1.000000000,0.003749361,0.003765415,0.002894509
1778751653.030257,0.001937850,0.110699482,0.000601575,0.000034827,0.000014608,0.001482135,1.000000000,0.088143043,-0.016487952,-2.514696360,0.011472555,0.011472566,0.027244968,0.998323441,0.001105317,-0.057870995,0.000072730,0.000000000,12.000000000,1778751652904230.000000000,1778751652896230.000000000,0.378028274,-0.002566257,0.007759300,1.000000000,0.003775333,0.003794227,0.002902784
1778751653.038369,0.002696967,0.118750304,0.000791012,0.000035122,0.000014631,0.001482247,1.000000000,0.091614269,-0.016677681,-2.514673710,0.011535850,0.011535841,0.027330952,0.998350501,0.001112853,-0.057403512,0.000078093,0.000000000,12.000000000,1778751652912230.000000000,1778751652904230.000000000,0.387047887,-0.002577519,0.008440482,1.000000000,0.003801421,0.003823391,0.002911062
1778751653.050481,0.003773257,0.130636618,0.000744091,0.000035483,0.000014583,0.001482378,1.000000000,0.098913029,-0.017065765,-2.514679193,0.011402451,0.011402469,0.027128620,0.998407841,0.001133864,-0.056396186,0.000088158,0.000000000,12.000000000,1778751652928230.000000000,1778751652920230.000000000,0.405022234,-0.002636449,0.009832920,1.000000000,0.003745328,0.003773014,0.002892838
1778751653.057844,0.002880391,0.137526944,0.000217896,0.000035652,0.000014605,0.001482617,1.000000000,0.102654420,-0.017255183,-2.514670134,0.011465099,0.011465091,0.027214117,0.998438358,0.001142297,-0.055854589,0.000090967,0.000000000,12.000000000,1778751652936230.000000000,1778751652928230.000000000,0.413819075,-0.002645589,0.010449857,1.000000000,0.003771284,0.003802774,0.002901120
1778751653.068791,0.002764751,0.142717928,0.000849291,0.000035779,0.000014628,0.001482898,1.000000000,0.106456086,-0.017441234,-2.514653683,0.011528322,0.011528292,0.027299993,0.998469651,0.001150191,-0.055292185,0.000096248,0.000000000,12.000000000,1778751652944230.000000000,1778751652936230.000000000,0.422515213,-0.002611289,0.011032623,1.000000000,0.003797353,0.003832914,0.002909404
1778751653.076301,0.003643270,0.147593468,0.000436032,0.000035754,0.000014557,0.001482874,1.000000000,0.110403687,-0.017657058,-2.514651299,0.011333201,0.011333233,0.027072497,0.998501599,0.001161747,-0.054710217,0.000100046,0.000000000,12.000000000,1778751652952230.000000000,1778751652944230.000000000,0.431288391,-0.002621669,0.011625563,1.000000000,0.003715637,0.003753662,0.002885242
1778751653.089066,0.004086304,0.156937420,0.001058814,0.000035812,0.000014602,0.001483632,1.000000000,0.118474565,-0.018078366,-2.514630795,0.011457787,0.011457760,0.027183324,0.998567760,0.001188149,-0.053490058,0.000107617,0.000000000,12.000000000,1778751652968230.000000000,1778751652960230.000000000,0.448465466,-0.002720837,0.012847325,1.000000000,0.003767387,0.003814543,0.002899492
1778751653.096854,0.003391630,0.162035957,0.000049795,0.000035791,0.000014625,0.001484061,1.000000000,0.122596271,-0.018283911,-2.514612436,0.011520939,0.011520891,0.027269090,0.998601735,0.001198524,-0.052851174,0.000108893,0.000000000,12.000000000,1778751652976230.000000000,1778751652968230.000000000,0.456860423,-0.002714460,0.013445430,1.000000000,0.003793436,0.003845513,0.002907782
1778751653.109284,0.003021237,0.166994363,-0.000551396,0.000035737,0.000014648,0.001484523,1.000000000,0.126774505,-0.018485870,-2.514586687,0.011584671,0.011584606,0.027355233,0.998636365,0.001207614,-0.052192364,0.000107666,0.000000000,12.000000000,1778751652984230.000000000,1778751652976230.000000000,0.465127349,-0.002717754,0.013937851,1.000000000,0.003819610,0.003876847,0.002916074
1778751653.117011,0.003260617,0.171498075,0.001172014,0.000035523,0.000014576,0.001484478,1.000000000,0.131102234,-0.018721212,-2.514585495,0.011386952,0.011386939,0.027126569,0.998671472,0.001217376,-0.051515434,0.000113352,0.000000000,12.000000000,1778751652992230.000000000,1778751652984230.000000000,0.473352313,-0.002684075,0.014382243,1.000000000,0.003736685,0.003796405,0.002891755
1778751653.128331,0.004849776,0.178063035,-0.000563956,0.000035256,0.000014621,0.001485562,1.000000000,0.139917850,-0.019179123,-2.514562368,0.011512512,0.011512450,0.027297875,0.998742163,0.001244213,-0.050125450,0.000114137,0.000000000,12.000000000,1778751653008230.000000000,1778751653000230.000000000,0.489426196,-0.002720510,0.015220400,1.000000000,0.003788680,0.003859668,0.002908343
1778751653.138939,0.004512961,0.180572435,0.000912071,0.000035085,0.000014644,0.001486141,1.000000000,0.144404113,-0.019402238,-2.514539480,0.011576159,0.011576083,0.027323518,0.998777688,0.001258706,-0.049412984,0.000117724,0.000000000,12.000000000,1778751653016230.000000000,1778751653008230.000000000,0.497234493,-0.002738038,0.015618611,1.000000000,0.003814853,0.003891797,0.002914284
1778751653.149690,0.005049334,0.183833659,-0.000420555,0.000034755,0.000014572,0.001486024,1.000000000,0.149033323,-0.019654594,-2.514548779,0.011378851,0.011378820,0.027095493,0.998813331,0.001275682,-0.048687313,0.000116073,0.000000000,12.000000000,1778751653024230.000000000,1778751653016230.000000000,0.505041540,-0.002780593,0.015990796,1.000000000,0.003732191,0.003811397,0.002890021
1778751653.156820,0.004170403,0.188007891,-0.000124122,0.000034537,0.000014595,0.001486651,1.000000000,0.153711885,-0.019902607,-2.514550686,0.011441262,0.011441206,0.027180845,0.998849094,0.001288605,-0.047945913,0.000113976,0.000000000,12.000000000,1778751653032230.000000000,1778751653024230.000000000,0.512698233,-0.002783418,0.016363086,1.000000000,0.003758115,0.003843515,0.002898318
1778751653.169497,0.004594502,0.193915188,0.000126911,0.000034046,0.000014641,0.001487959,1.000000000,0.163214490,-0.020385060,-2.514534950,0.011567809,0.011567733,0.027352680,0.998920798,0.001315728,-0.046426777,0.000114488,0.000000000,12.000000000,1778751653048230.000000000,1778751653040230.000000000,0.527704895,-0.002743839,0.016980665,1.000000000,0.003810348,0.003908692,0.002914918
1778751653.176711,0.004281304,0.194537565,0.000180917,0.000033624,0.000014569,0.001487732,1.000000000,0.168120563,-0.020643201,-2.514547586,0.011370902,0.011370855,0.027124092,0.998956263,0.001329261,-0.045658749,0.000113566,0.000000000,12.000000000,1778751653056230.000000000,1778751653048230.000000000,0.535092175,-0.002730335,0.017260913,1.000000000,0.003727944,0.003828128,0.002890630
1778751653.189065,0.004089243,0.196499333,0.000816348,0.000033329,0.000014592,0.001488435,1.000000000,0.173071682,-0.020896766,-2.514544249,0.011433234,0.011433167,0.027149713,0.998991370,0.001341540,-0.044883661,0.000113824,0.000000000,12.000000000,1778751653064230.000000000,1778751653056230.000000000,0.542280138,-0.002774261,0.017541131,1.000000000,0.003753888,0.003860791,0.002896618
1778751653.196678,0.004556987,0.198630854,0.000009768,0.000033020,0.000014615,0.001489153,1.000000000,0.178066865,-0.021145955,-2.514534235,0.011496139,0.011496066,0.027235329,0.999026179,0.001355908,-0.044099845,0.000110928,0.000000000,12.000000000,1778751653072230.000000000,1778751653064230.000000000,0.549351156,-0.002775282,0.017800294,1.000000000,0.003779937,0.003893736,0.002904920
1778751653.208734,0.004895531,0.203288913,0.000029861,0.000032212,0.000014567,0.001489511,1.000000000,0.188268110,-0.021642612,-2.514530659,0.011363103,0.011363045,0.027093364,0.999095559,0.001388610,-0.042499907,0.000107356,0.000000000,12.000000000,1778751653088230.000000000,1778751653080230.000000000,0.563178539,-0.002804112,0.018192250,1.000000000,0.003723961,0.003845934,0.002888988
1778751653.217248,0.004623593,0.205688506,0.001018455,0.000031867,0.000014590,0.001490264,1.000000000,0.193471342,-0.021890277,-2.514536381,0.011425358,0.011425291,0.027178682,0.999129653,0.001402976,-0.041688189,0.000107392,0.000000000,12.000000000,1778751653100230.000000000,1778751653088230.000000000,0.569947362,-0.002807727,0.018361768,1.000000000,0.003749908,0.003878959,0.002897291
1778751653.228680,0.005043160,0.205268890,0.000357150,0.000031514,0.000014612,0.001491027,1.000000000,0.198714584,-0.022133626,-2.514536619,0.011488187,0.011488126,0.027264375,0.999163210,0.001419206,-0.040877920,0.000104836,0.000000000,12.000000000,1778751653104230.000000000,1778751653096230.000000000,0.576561332,-0.002824405,0.018522296,1.000000000,0.003775968,0.003912303,0.002905596
1778751653.237452,0.004655013,0.207529619,-0.000638571,0.000031152,0.000014635,0.001491798,1.000000000,0.203996748,-0.022372937,-2.514531136,0.011551592,0.011551555,0.027350446,0.999196351,0.001434122,-0.040058389,0.000098235,0.000000000,12.000000000,1778751653112230.000000000,1778751653104230.000000000,0.583001971,-0.002873414,0.018644121,1.000000000,0.003802145,0.003945868,0.002913903
1778751653.248766,0.004565409,0.209903106,-0.000363645,0.000030249,0.000014587,0.001492038,1.000000000,0.214809880,-0.022860168,-2.514560938,0.011417635,0.011417576,0.027147710,0.999261260,0.001462987,-0.038405195,0.000086971,0.000000000,12.000000000,1778751653128230.000000000,1778751653120230.000000000,0.595586002,-0.002876224,0.018878151,1.000000000,0.003746120,0.003897552,0.002895653
